Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2020-10-05 00:00:00-04:00,73.31050109863281,74.4104995727539,73.2135009765625,74.3010025024414,73.79598999023438,22266000,0.0,0.0
2020-10-06 00:00:00-04:00,73.77899932861328,74.33799743652344,72.42949676513672,72.6719970703125,72.17806243896484,24908000,0.0,0.0
2020-10-07 00:00:00-04:00,73.2145004272461,73.447998046875,71.80000305175781,73.0145034790039,72.51824188232422,34924000,0.0,0.0
2020-10-08 00:00:00-04:00,73.25450134277344,74.5,73.25450134277344,74.29650115966797,73.7915267944336,23756000,0.0,0.0
2020-10-09 00:00:00-04:00,74.73500061035156,75.82599639892578,74.47250366210938,75.76100158691406,75.24607849121094,28706000,0.0,0.0
2020-10-12 00:00:00-04:00,77.1500015258789,79.69300079345703,76.62850189208984,78.4574966430664,77.92424011230469,49652000,0.0,0.0
2020-10-13 00:00:00-04:00,79.1865005493164,79.5,78.16000366210938,78.58399963378906,78.04988098144531,32020000,0.0,0.0
2020-10-14 00:00:00-04:00,78.92949676513672,79.38420104980469,77.52649688720703,78.40399932861328,77.87110900878906,38586000,0.0,0.0
2020-10-15 00:00:00-04:00,77.35749816894531,78.7552490234375,77.25150299072266,77.95649719238281,77.42664337158203,30800000,0.0,0.0
2020-10-16 00:00:00-04:00,78.2925033569336,79.05650329589844,78.1500015258789,78.65049743652344,78.11592864990234,28694000,0.0,0.0
2020-10-19 00:00:00-04:00,79.02300262451172,79.40750122070312,76.4000015258789,76.73049926757812,76.20897674560547,32142000,0.0,0.0
2020-10-20 00:00:00-04:00,76.35250091552734,78.875,76.28350067138672,77.79650115966797,77.26773834228516,44834000,0.0,0.0
2020-10-21 00:00:00-04:00,78.66649627685547,80.9365005493164,78.58149719238281,79.66549682617188,79.12403106689453,51366000,0.0,0.0
2020-10-22 00:00:00-04:00,79.65249633789062,81.09950256347656,79.25,80.7665023803711,80.21755981445312,28672000,0.0,0.0
2020-10-23 00:00:00-04:00,81.30349731445312,82.11799621582031,81.02549743652344,82.05000305175781,81.49232482910156,27516000,0.0,0.0
2020-10-26 00:00:00-04:00,81.25050354003906,81.91200256347656,78.82499694824219,79.52249908447266,78.98200225830078,37066000,0.0,0.0
2020-10-27 00:00:00-04:00,79.78350067138672,80.34224700927734,79.13899993896484,80.21299743652344,79.66781616210938,24580000,0.0,0.0
2020-10-28 00:00:00-04:00,77.98699951171875,78.06749725341797,75.73100280761719,75.83100128173828,75.31559753417969,36680000,0.0,0.0
2020-10-29 00:00:00-04:00,76.11799621582031,79.68550109863281,76.11199951171875,78.36199951171875,77.82939147949219,40062000,0.0,0.0
2020-10-30 00:00:00-04:00,83.60549926757812,84.3499984741211,80.2229995727539,81.05049896240234,80.49960327148438,86582000,0.0,0.0
2020-11-02 00:00:00-05:00,81.40799713134766,83.03849792480469,80.80149841308594,81.30149841308594,80.74890899658203,50708000,0.0,0.0
2020-11-03 00:00:00-05:00,81.58899688720703,83.08499908447266,80.83100128173828,82.510498046875,81.94969940185547,33234000,0.0,0.0
2020-11-04 00:00:00-05:00,85.51399993896484,88.56825256347656,85.30149841308594,87.45649719238281,86.86206817626953,71418000,0.0,0.0
2020-11-05 00:00:00-05:00,89.05000305175781,89.68199920654297,87.52549743652344,88.16850280761719,87.56924438476562,41316000,0.0,0.0
2020-11-06 00:00:00-05:00,87.69750213623047,88.62149810791016,87.01750183105469,88.0875015258789,87.4887924194336,33218000,0.0,0.0
2020-11-09 00:00:00-05:00,89.54499816894531,90.90299987792969,88.0009994506836,88.1500015258789,87.55086517333984,45366000,0.0,0.0
2020-11-10 00:00:00-05:00,86.55449676513672,88.1500015258789,85.86499786376953,87.01950073242188,86.42804718017578,52722000,0.0,0.0
2020-11-11 00:00:00-05:00,87.5,88.21099853515625,87.36824798583984,87.635498046875,87.03985595703125,25280000,0.0,0.0
2020-11-12 00:00:00-05:00,87.38150024414062,88.41349792480469,87.27999877929688,87.49199676513672,86.8973388671875,24950000,0.0,0.0
2020-11-13 00:00:00-05:00,87.88150024414062,89.052001953125,87.22750091552734,88.85099792480469,88.24710083007812,29998000,0.0,0.0
2020-11-16 00:00:00-05:00,88.58499908447266,89.95349884033203,88.3844985961914,89.06900024414062,88.46361541748047,24936000,0.0,0.0
2020-11-17 00:00:00-05:00,88.84700012207031,89.25,88.3499984741211,88.50749969482422,87.90593719482422,22942000,0.0,0.0
